# Integration parameters:
#	qmax	7.5
#	Orientation Method	Monte Carlo (Mersenne Twister)
#	Orientation Iterations	100000
#	Convergence	0.001
# 
# Program revision: 2757
# //////////////////////////////////////
# Multiple-Domain Composite Model
## //////////////////////////////////////
## Domain Model
## qMax = 7.5
## Grid size = 200
### //////////////////////////////////////
### Geometric model	Uniform Hollow Cylinder
### Position (0,0,0)
### Rotation (0,0,0)
### Grid was used.
### N^3; N = 200
### qMax = 7.5
### Grid step size = 0.075
### Parameters:	Radius	E.D.
### Solvent:	2	4
### Layer 1:	3	5
### Layer 2:	4	333
### Layer 3:	5	280
### Scale	1
### Background	0
### N/A	18
## //////////////////////////////////////
## Domain Model
## qMax = 7.5
## Grid size = 200
### //////////////////////////////////////
### Geometric model	Uniform Sphere
### Position (0,0,0)
### Rotation (0,0,0)
### Grid was used.
### N^3; N = 200
### qMax = 7.5
### Grid step size = 0.075
### Parameters:	Radius	E.D.
### Solvent:	4	6
### Layer 1:	5	1
### Layer 2:	6	333
### Layer 3:	1	600
### Scale	1
### Background	0

0	1.9078806e+011
0.009375	1.8659584e+011
0.01875	1.8102648e+011
0.028125	1.740166e+011
0.0375	1.6553495e+011
0.046875	1.5558924e+011
0.05625	1.4423359e+011
0.065625	1.3157654e+011
0.075	1.1778977e+011
0.084375	1.0342842e+011
0.09375	8.8484707e+010
0.103125	7.3726108e+010
0.1125	5.9793497e+010
0.121875	4.7224698e+010
0.13125	3.6437011e+010
0.140625	2.7715432e+010
0.15	2.1206572e+010
0.159375	1.6881064e+010
0.16875	1.4688026e+010
0.178125	1.4676403e+010
0.1875	1.6776997e+010
0.196875	2.0793337e+010
0.20625	2.6409864e+010
0.215625	3.3205032e+010
0.225	4.0635339e+010
0.234375	4.9108571e+010
0.24375	5.7844075e+010
0.253125	6.6466318e+010
0.2625	7.4602161e+010
0.271875	8.1889551e+010
0.28125	8.7986909e+010
0.290625	9.2583206e+010
0.3	9.5408725e+010
0.309375	9.780494e+010
0.31875	9.8277839e+010
0.328125	9.6925577e+010
0.3375	9.3899266e+010
0.346875	8.9392968e+010
0.35625	8.3632369e+010
0.365625	7.6864371e+010
0.375	6.9347622e+010
0.384375	6.2050797e+010
0.39375	5.4109739e+010
0.403125	4.5912404e+010
0.4125	3.7833292e+010
0.421875	3.0196388e+010
0.43125	2.3263987e+010
0.440625	1.7229083e+010
0.45	1.2212344e+010
0.459375	8.2501732e+009
0.46875	5.2012292e+009
0.478125	3.1360406e+009
0.4875	2.0635297e+009
0.496875	1.9321799e+009
0.50625	2.6336353e+009
0.515625	4.0087315e+009
0.525	5.8559576e+009
0.534375	8.1930954e+009
0.54375	1.0741981e+010
0.553125	1.3384213e+010
0.5625	1.5980276e+010
0.571875	1.8397943e+010
0.58125	2.0514836e+010
0.590625	2.2221171e+010
0.6	2.34227e+010
0.609375	2.4472422e+010
0.61875	2.4942991e+010
0.628125	2.4853541e+010
0.6375	2.4260336e+010
0.646875	2.3233947e+010
0.65625	2.1853753e+010
0.665625	2.0203091e+010
0.675	1.8378994e+010
0.684375	1.6633403e+010
0.69375	1.4689027e+010
0.703125	1.2658922e+010
0.7125	1.0644768e+010
0.721875	8.7325838e+009
0.73125	6.9897292e+009
0.740625	5.4631987e+009
0.75	4.1791985e+009
0.759375	3.1511431e+009
0.76875	2.3011882e+009
0.778125	1.6368291e+009
0.7875	1.154723e+009
0.796875	8.4200081e+008
0.80625	6.7728044e+008
0.815625	6.3209264e+008
0.825	6.727202e+008
0.834375	7.8096965e+008
0.84375	9.1991707e+008
0.853125	1.0678561e+009
0.8625	1.2081066e+009
0.871875	1.3281509e+009
0.88125	1.4191286e+009
0.890625	1.4753737e+009
0.9	1.4875054e+009
0.909375	1.4987531e+009
0.91875	1.4617267e+009
0.928125	1.3851697e+009
0.9375	1.2795054e+009
0.946875	1.155565e+009
0.95625	1.023587e+009
0.965625	8.9248702e+008
0.975	7.6939797e+008
0.984375	6.6947434e+008
0.99375	5.6897054e+008
1.003125	4.7431294e+008
1.0125	3.8882518e+008
1.021875	3.1463393e+008
1.03125	2.5269726e+008
1.040625	2.0293959e+008
1.05	1.6449322e+008
1.059375	1.3653094e+008
1.06875	1.1456269e+008
1.078125	97324197
1.0875	83972820
1.096875	73958839
1.10625	66935080
1.115625	62679970
1.125	61034041
1.134375	62577181
1.14375	67301888
1.153125	75137240
1.1625	85533321
1.171875	97613611
1.18125	1.1014242e+008
1.190625	1.215614e+008
1.2	1.3009507e+008
1.209375	1.3530916e+008
1.21875	1.3797462e+008
1.228125	1.3741668e+008
1.2375	1.3332924e+008
1.246875	1.2558308e+008
1.25625	1.1426838e+008
1.265625	99742622
1.275	82683799
1.284375	64429679
1.29375	46185791
1.303125	30564633
1.3125	19654623
1.321875	14999442
1.33125	17482857
1.340625	27261753
1.35	43733358
1.359375	67821802
1.36875	99239224
1.378125	1.3689788e+008
1.3875	1.7890209e+008
1.396875	2.2262563e+008
1.40625	2.6484906e+008
1.415625	3.0195698e+008
1.425	3.301952e+008
1.434375	3.5291016e+008
1.44375	3.657101e+008
1.453125	3.6794096e+008
1.4625	3.5958418e+008
1.471875	3.4108716e+008
1.48125	3.1335052e+008
1.490625	2.7771616e+008
1.5	2.3595633e+008
1.509375	1.9275459e+008
1.51875	1.4658281e+008
1.528125	1.02045e+008
1.5375	63127483
1.546875	33026939
1.55625	13959271
1.565625	7037716.4
1.575	12220181
1.584375	29098767
1.59375	58254994
1.603125	98877485
1.6125	1.492212e+008
1.621875	2.0652472e+008
1.63125	2.671348e+008
1.640625	3.2669355e+008
1.65	3.8038811e+008
1.659375	4.3089065e+008
1.66875	4.7252946e+008
1.678125	5.0379747e+008
1.6875	5.2353025e+008
1.696875	5.3100955e+008
1.70625	5.2596302e+008
1.715625	5.0856463e+008
